DateTime,GenerationUnitCode,AreaDisplayName,GenerationUnitType,Generation_MWh
2014-12-11,16WRTG02-------V,Portugal (PT),Fossil Gas,0.0
2014-12-11,16WRTG03-------M,Portugal (PT),Fossil Gas,4244.0
2014-12-11,16WTORRA1------U,Portugal (PT),Hydro Run-of-river and poundage,300.2
2014-12-11,16WTORRA2------M,Portugal (PT),Hydro Run-of-river and poundage,344.5
2014-12-11,16WVALEIR1-----0,Portugal (PT),Hydro Run-of-river and poundage,0.0
2014-12-11,16WVALEIR2-----U,Portugal (PT),Hydro Run-of-river and poundage,1107.1
2014-12-11,16WVALEIR3-----N,Portugal (PT),Hydro Run-of-river and poundage,1097.4
2014-12-11,16WVFURNA1-----O,Portugal (PT),Hydro Pumped Storage,984.0
2014-12-11,16WVFURNA2-----H,Portugal (PT),Hydro Pumped Storage,779.7
2014-12-11,18WABO1-12345-D7,Spain (ES),Fossil Hard coal,7484.1
2014-12-11,18WABO2-12345-DY,Spain (ES),Fossil Hard coal,11905.3
2014-12-11,18WACE3-12345-CD,Spain (ES),Fossil Gas,1162.9
2014-12-11,18WACE4-12345-C3,Spain (ES),Fossil Gas,1517.4
2014-12-11,18WAL11-12345-AZ,Spain (ES),Hydro Water Reservoir,1687.5
2014-12-11,18WAL12-12345-AP,Spain (ES),Hydro Water Reservoir,668.9
2014-12-11,18WAL13-12345-AF,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WAL14-12345-A5,Spain (ES),Hydro Water Reservoir,2131.0
2014-12-11,18WAL15-12345-AW,Spain (ES),Hydro Water Reservoir,1880.0
2014-12-11,18WAL16-12345-AM,Spain (ES),Hydro Water Reservoir,1530.5
2014-12-11,18WAL21-12345-AO,Spain (ES),Hydro Water Reservoir,696.4
2014-12-11,18WAL21B-12345-W,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WAL22-12345-AE,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WAL22B-12345-M,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WALG3TG1-123-9,Spain (ES),Fossil Gas,0.0
2014-12-11,18WALG3TG2-123-2,Spain (ES),Fossil Gas,0.0
2014-12-11,18WALG3TV1-123-0,Spain (ES),Fossil Gas,0.0
2014-12-11,18WALL1-12345-DV,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WALZ1-12345-BT,Spain (ES),Nuclear,24051.7
2014-12-11,18WALZ2-12345-BJ,Spain (ES),Nuclear,24033.7
2014-12-11,18WAMBITG1-12--P,Spain (ES),Fossil Gas,1183.2
2014-12-11,18WAMBITG2-12-CT,Spain (ES),Fossil Gas,975.4
2014-12-11,18WAMBITV-123-CK,Spain (ES),Fossil Gas,1415.9
2014-12-11,18WARC3TG1-12-C4,Spain (ES),Fossil Gas,879.0
2014-12-11,18WARC3TG2-12-CY,Spain (ES),Fossil Gas,823.0
2014-12-11,18WARC3TV-123-CP,Spain (ES),Fossil Gas,1189.6
2014-12-11,18WARCOS1-123-CR,Spain (ES),Fossil Gas,0.0
2014-12-11,18WARCOS2-123-CJ,Spain (ES),Fossil Gas,0.0
2014-12-11,18WARRU1-1234-CW,Spain (ES),Fossil Gas,0.0
2014-12-11,18WARRU2-1234-CN,Spain (ES),Fossil Gas,0.0
2014-12-11,18WASC1-12345-BD,Spain (ES),Nuclear,24181.6
2014-12-11,18WASC2-12345-B3,Spain (ES),Nuclear,0.0
2014-12-11,18WBAHITG1-12-CR,Spain (ES),Fossil Gas,3271.6
2014-12-11,18WBAHITG2-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-11,18WBAHITV-123-CB,Spain (ES),Fossil Gas,2340.9
2014-12-11,18WBEL1-12345-AY,Spain (ES),Hydro Water Reservoir,951.6
2014-12-11,18WBEL2-12345-AO,Spain (ES),Hydro Water Reservoir,1010.3
2014-12-11,18WBEL3-12345-AE,Spain (ES),Hydro Water Reservoir,1034.6
2014-12-11,18WBES3-12345-C7,Spain (ES),Fossil Gas,0.0
2014-12-11,18WBES4-12345-CY,Spain (ES),Fossil Gas,7728.3
2014-12-11,18WBES5TG1-123-2,Spain (ES),Fossil Gas,1191.1
2014-12-11,18WBES5TG2-123-W,Spain (ES),Fossil Gas,2508.7
2014-12-11,18WBES5TV-1234-K,Spain (ES),Fossil Gas,2811.2
2014-12-11,18WBRR1-12345-DS,Spain (ES),Fossil Hard coal,8664.6
2014-12-11,18WCA21-12345-AJ,Spain (ES),Hydro Water Reservoir,1344.8
2014-12-11,18WCAMGI10-12-CK,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCAMGI20-12-CC,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCCO2-12345-DX,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WCCO3-12345-DN,Spain (ES),Fossil Hard coal,7515.7
2014-12-11,18WCED1-12345-AZ,Spain (ES),Hydro Water Reservoir,867.7
2014-12-11,18WCED2-12345-AP,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WCED3-12345-AF,Spain (ES),Hydro Water Reservoir,552.8
2014-12-11,18WCED4-12345-A5,Spain (ES),Hydro Water Reservoir,350.40000000000003
2014-12-11,18WCO21-12345--L,Spain (ES),Hydro Water Reservoir,586.5
2014-12-11,18WCO22-12345-AQ,Spain (ES),Hydro Water Reservoir,586.5
2014-12-11,18WCOF1-12345-B2,Spain (ES),Nuclear,25529.0
2014-12-11,18WCOL4-12345-CF,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCOM4-12345-D2,Spain (ES),Fossil Hard coal,7664.4
2014-12-11,18WCOM5-12345-DT,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WCTGN1-1234-CP,Spain (ES),Fossil Gas,8357.0
2014-12-11,18WCTGN2-1234-CG,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTGN3-1234-C7,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTJON1-123-CJ,Spain (ES),Fossil Gas,2125.9
2014-12-11,18WCTJON2-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTJON3-1234-E,Spain (ES),Fossil Gas,2219.2
2014-12-11,18WCTN3TG1-12-CI,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTN3TG2-12-CB,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTN3TV-123-C2,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTN4TG1-123-M,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTN4TG2-123-F,Spain (ES),Fossil Gas,641.5
2014-12-11,18WCTN4TV-1234-3,Spain (ES),Fossil Gas,582.1
2014-12-11,18WCTNUTG1-12-C7,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTNUTG2-12-C0,Spain (ES),Fossil Gas,0.0
2014-12-11,18WCTNUTV-123-CS,Spain (ES),Fossil Gas,0.0
2014-12-11,18WECH1-12345-DK,Spain (ES),Fossil Brown coal/Lignite,0.0
2014-12-11,18WECT3TG1-123-X,Spain (ES),Fossil Gas,0.0
2014-12-11,18WECT3TG2-123-Q,Spain (ES),Fossil Gas,0.0
2014-12-11,18WECT3TV1-123-O,Spain (ES),Fossil Gas,0.0
2014-12-11,18WELC1-12345-GZ,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WESC6TG1-12-CL,Spain (ES),Fossil Gas,0.0
2014-12-11,18WESC6TG2-12-CE,Spain (ES),Fossil Gas,0.0
2014-12-11,18WESC6TV-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-11,18WESCCC1-123-C5,Spain (ES),Fossil Gas,0.0
2014-12-11,18WESCCC2-123-CY,Spain (ES),Fossil Gas,0.0
2014-12-11,18WESCCC3-123-CQ,Spain (ES),Fossil Gas,1824.2
2014-12-11,18WEST21-12345-C,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WFOI1-12345-D0,Spain (ES),Fossil Gas,0.0
2014-12-11,18WGAR1-12345-BN,Spain (ES),Nuclear,0.0
2014-12-11,18WGUA1-12345-D3,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WGUA2-12345-DU,Spain (ES),Fossil Hard coal,7922.2
2014-12-11,18WGYG1-12345-A6,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WJMO1-12345-AN,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WJMO2-12345-AD,Spain (ES),Hydro Water Reservoir,2054.2
2014-12-11,18WJMO3-12345-A3,Spain (ES),Hydro Water Reservoir,1263.6
2014-12-11,18WJMO4-12345-AU,Spain (ES),Hydro Water Reservoir,663.0
2014-12-11,18WLAD4-123456-B,Spain (ES),Fossil Hard coal,7024.4
2014-12-11,18WLIT1-123456-S,Spain (ES),Fossil Hard coal,4600.8
2014-12-11,18WLIT2-123456-I,Spain (ES),Fossil Hard coal,11574.1
2014-12-11,18WMALA1-1234567,Spain (ES),Fossil Gas,7600.5
2014-12-11,18WMEI1-12345-DT,Spain (ES),Fossil Hard coal,11498.4
2014-12-11,18WMUE1-12345-FP,Spain (ES),Hydro Water Reservoir,2800.6
2014-12-11,18WMUE1B-12345-6,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WMUE2-12345-FF,Spain (ES),Hydro Water Reservoir,2765.7
2014-12-11,18WMUE2B-12345-X,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WMUE3-12345-F5,Spain (ES),Hydro Water Reservoir,2629.1
2014-12-11,18WMUE3B-12345-N,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WNRC2-12345-DR,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WNRC3-12345-DH,Spain (ES),Fossil Hard coal,7704.1
2014-12-11,18WPALOS1-123-CB,Spain (ES),Fossil Gas,0.0
2014-12-11,18WPALOS2-123-C3,Spain (ES),Fossil Gas,5990.1
2014-12-11,18WPALOS3-123-CW,Spain (ES),Fossil Gas,0.0
2014-12-11,18WPBCN1-1234-PG,Spain (ES),Fossil Gas,2843.4
2014-12-11,18WPBCN2-1234-P7,Spain (ES),Fossil Gas,4302.0
2014-12-11,18WPGR1-12345-DF,Spain (ES),Fossil Hard coal,7600.7
2014-12-11,18WPGR2-12345-D5,Spain (ES),Fossil Hard coal,7522.1
2014-12-11,18WPGR3-12345-DW,Spain (ES),Fossil Hard coal,7731.9
2014-12-11,18WPGR4-12345-DM,Spain (ES),Fossil Hard coal,7425.6
2014-12-11,18WPGR5TG1-123-T,Spain (ES),Fossil Gas,1128.8
2014-12-11,18WPGR5TG2-123-M,Spain (ES),Fossil Gas,382.8
2014-12-11,18WPGR5TV-1234-A,Spain (ES),Fossil Gas,1231.4
2014-12-11,18WPLL1-12345-DL,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WPNN3-12345-DT,Spain (ES),Fossil Hard coal,7173.9
2014-12-11,18WPVENT1-1234-X,Spain (ES),Fossil Gas,735.3
2014-12-11,18WPVENT2-1234-P,Spain (ES),Fossil Gas,0.0
2014-12-11,18WRIC21-1234-AZ,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WROB1-12345-DW,Spain (ES),Fossil Hard coal,5605.7
2014-12-11,18WROB2-12345-DM,Spain (ES),Fossil Hard coal,0.0
2014-12-11,18WSA21-12345-AX,Spain (ES),Hydro Water Reservoir,297.7
2014-12-11,18WSA22-12345-AN,Spain (ES),Hydro Water Reservoir,297.7
2014-12-11,18WSAGU1-1234-CC,Spain (ES),Fossil Gas,1800.9
2014-12-11,18WSAGU2-1234-C3,Spain (ES),Fossil Gas,6035.4
2014-12-11,18WSAGU3-1234-CV,Spain (ES),Fossil Gas,6212.8
2014-12-11,18WSBO3-12345-CE,Spain (ES),Fossil Gas,2204.3
2014-12-11,18WSLT1-12345-F1,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WSLT1B-12345-J,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WSLT2-12345-FS,Spain (ES),Hydro Water Reservoir,1223.7
2014-12-11,18WSLT2B-12345-9,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WSLT3-12345-FI,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WSLT3B--1234-V,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WSLT4-12345-F8,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WSLT4B-12345-Q,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WSOU1-12345-A1,Spain (ES),Hydro Water Reservoir,764.9
2014-12-11,18WSRI2-12345-D7,Spain (ES),Fossil Hard coal,4979.6
2014-12-11,18WSRI3-12345-DY,Spain (ES),Fossil Hard coal,4329.0
2014-12-11,18WSRI4-123456-V,Spain (ES),Fossil Gas,4223.3
2014-12-11,18WSRI5-12345--5,Spain (ES),Fossil Gas,1555.1
2014-12-11,18WSROQ1-1234-CJ,Spain (ES),Fossil Gas,7477.9
2014-12-11,18WSROQ2-1234-CA,Spain (ES),Fossil Gas,2104.5
2014-12-11,18WSTC4-12345-CV,Spain (ES),Fossil Gas,0.0
2014-12-11,18WTAPOWER-12-C7,Spain (ES),Fossil Gas,659.7
2014-12-11,18WTARRAG-123-CG,Spain (ES),Fossil Gas,0.0
2014-12-11,18WTER1-12345-DO,Spain (ES),Fossil Brown coal/Lignite,7768.7
2014-12-11,18WTER2-12345-DE,Spain (ES),Fossil Brown coal/Lignite,7814.5
2014-12-11,18WTER3-12345-D4,Spain (ES),Fossil Brown coal/Lignite,7337.3
2014-12-11,18WTJE1B-12345-A,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WTJE2B-12345-0,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WTJE3B-12345-R,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WTJE4B-12345-H,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WTRL1-12345-BC,Spain (ES),Nuclear,23814.2
2014-12-11,18WVAN2-12345-BA,Spain (ES),Nuclear,24722.0
2014-12-11,18WVC21-12345-A7,Spain (ES),Hydro Water Reservoir,1288.6
2014-12-11,18WVRN1-12345-A3,Spain (ES),Hydro Water Reservoir,2323.4
2014-12-11,18WVRN1B-12345-B,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WVRN2-12345-AU,Spain (ES),Hydro Water Reservoir,733.9
2014-12-11,18WVRN2B-12345-1,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WVRN3-12345-AK,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WVRN3B-12345-S,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WVRN4-12345-AA,Spain (ES),Hydro Water Reservoir,0.0
2014-12-11,18WVRN4B-12345-I,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WVRN5-12345-A0,Spain (ES),Hydro Water Reservoir,1098.6000000000001
2014-12-11,18WVRN5B-12345-8,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,18WVRN6-12345-AR,Spain (ES),Hydro Water Reservoir,1802.3999999999999
2014-12-11,18WVRN6B-12345-Z,Spain (ES),Hydro Pumped Storage,0.0
2014-12-11,46WGU0000000002A,SE3,Hydro Water Reservoir,204.4
2014-12-11,46WGU0000000002A,Sweden (SE),Hydro Water Reservoir,204.4
2014-12-11,46WGU00000000038,SE3,Hydro Water Reservoir,700.7
2014-12-11,46WGU00000000038,Sweden (SE),Hydro Water Reservoir,700.7
2014-12-11,46WGU00000000046,SE3,Hydro Water Reservoir,2120.9
2014-12-11,46WGU00000000046,Sweden (SE),Hydro Water Reservoir,2120.9
2014-12-11,46WGU00000000054,SE3,Fossil Oil,0.0
2014-12-11,46WGU00000000054,Sweden (SE),Fossil Oil,0.0
2014-12-11,46WGU00000000062,SE3,Fossil Hard coal,1528.3
2014-12-11,46WGU00000000062,Sweden (SE),Fossil Hard coal,1528.3
2014-12-11,46WGU0000000009X,SE3,Nuclear,33166.0
2014-12-11,46WGU0000000009X,Sweden (SE),Nuclear,33166.0
2014-12-11,46WGU00000000127,SE3,Biomass,0.0
2014-12-11,46WGU00000000127,Sweden (SE),Biomass,0.0
2014-12-11,46WGU00000000135,SE4,Fossil Oil,-11.9
2014-12-11,46WGU00000000135,Sweden (SE),Fossil Oil,-11.9
2014-12-11,46WGU0000000017Y,SE4,Fossil Oil,1.3
2014-12-11,46WGU0000000017Y,Sweden (SE),Fossil Oil,1.3
2014-12-11,46WGU0000000018W,SE4,Fossil Oil,9.600000000000001
2014-12-11,46WGU0000000018W,Sweden (SE),Fossil Oil,9.600000000000001
2014-12-11,46WGU0000000019U,SE4,Fossil Oil,1.5999999999999999
2014-12-11,46WGU0000000019U,Sweden (SE),Fossil Oil,1.5999999999999999
2014-12-11,46WGU00000000208,SE1,Hydro Water Reservoir,12.0
2014-12-11,46WGU00000000208,Sweden (SE),Hydro Water Reservoir,12.0
2014-12-11,46WGU00000000216,SE1,Hydro Water Reservoir,2591.2
2014-12-11,46WGU00000000216,Sweden (SE),Hydro Water Reservoir,2591.2
2014-12-11,46WGU00000000224,SE1,Hydro Water Reservoir,0.0
2014-12-11,46WGU00000000224,Sweden (SE),Hydro Water Reservoir,0.0
2014-12-11,46WGU00000000232,SE1,Hydro Water Reservoir,285.8
2014-12-11,46WGU00000000232,Sweden (SE),Hydro Water Reservoir,285.8
2014-12-11,46WGU00000000240,SE1,Hydro Water Reservoir,2794.7
2014-12-11,46WGU00000000240,Sweden (SE),Hydro Water Reservoir,2794.7
2014-12-11,46WGU0000000025Z,SE1,Hydro Water Reservoir,32.9
2014-12-11,46WGU0000000025Z,Sweden (SE),Hydro Water Reservoir,32.9
2014-12-11,46WGU0000000026X,SE1,Hydro Water Reservoir,-2.7
2014-12-11,46WGU0000000026X,Sweden (SE),Hydro Water Reservoir,-2.7
2014-12-11,46WGU0000000027V,SE1,Hydro Water Reservoir,407.3
2014-12-11,46WGU0000000027V,Sweden (SE),Hydro Water Reservoir,407.3
2014-12-11,46WGU0000000028T,SE1,Hydro Water Reservoir,5573.0
2014-12-11,46WGU0000000028T,Sweden (SE),Hydro Water Reservoir,5573.0
2014-12-11,46WGU0000000029R,SE1,Hydro Water Reservoir,1576.4
2014-12-11,46WGU0000000029R,Sweden (SE),Hydro Water Reservoir,1576.4
2014-12-11,46WGU00000000305,SE1,Hydro Water Reservoir,1427.7
2014-12-11,46WGU00000000305,Sweden (SE),Hydro Water Reservoir,1427.7
2014-12-11,46WGU00000000313,SE1,Hydro Water Reservoir,1811.3
2014-12-11,46WGU00000000313,Sweden (SE),Hydro Water Reservoir,1811.3
2014-12-11,46WGU00000000321,SE1,Hydro Water Reservoir,1811.1
2014-12-11,46WGU00000000321,Sweden (SE),Hydro Water Reservoir,1811.1
2014-12-11,46WGU0000000034Y,SE1,Hydro Water Reservoir,2840.7
2014-12-11,46WGU0000000034Y,Sweden (SE),Hydro Water Reservoir,2840.7
2014-12-11,46WGU0000000035W,SE1,Hydro Water Reservoir,2064.6
2014-12-11,46WGU0000000035W,Sweden (SE),Hydro Water Reservoir,2064.6
2014-12-11,46WGU0000000036U,SE1,Hydro Water Reservoir,1510.3
2014-12-11,46WGU0000000036U,Sweden (SE),Hydro Water Reservoir,1510.3
2014-12-11,46WGU0000000037S,SE1,Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000037S,Sweden (SE),Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000038Q,SE1,Hydro Water Reservoir,1453.5
2014-12-11,46WGU0000000038Q,Sweden (SE),Hydro Water Reservoir,1453.5
2014-12-11,46WGU0000000039O,SE1,Hydro Water Reservoir,1164.1
2014-12-11,46WGU0000000039O,Sweden (SE),Hydro Water Reservoir,1164.1
2014-12-11,46WGU00000000402,SE1,Hydro Water Reservoir,1045.4
2014-12-11,46WGU00000000402,Sweden (SE),Hydro Water Reservoir,1045.4
2014-12-11,46WGU00000000410,SE1,Hydro Water Reservoir,161.29999999999998
2014-12-11,46WGU00000000410,Sweden (SE),Hydro Water Reservoir,161.29999999999998
2014-12-11,46WGU0000000042Z,SE2,Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000042Z,Sweden (SE),Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000043X,SE2,Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000043X,Sweden (SE),Hydro Water Reservoir,0.0
2014-12-11,46WGU0000000044V,SE2,Hydro Water Reservoir,113.10000000000001
2014-12-11,46WGU0000000044V,Sweden (SE),Hydro Water Reservoir,113.10000000000001
2014-12-11,46WGU0000000045T,SE2,Hydro Water Reservoir,3219.1
2014-12-11,46WGU0000000045T,Sweden (SE),Hydro Water Reservoir,3219.1
2014-12-11,46WGU0000000046R,SE2,Hydro Water Reservoir,1681.1
2014-12-11,46WGU0000000046R,Sweden (SE),Hydro Water Reservoir,1681.1
2014-12-11,46WGU0000000047P,SE3,Fossil Peat,-174.1
2014-12-11,46WGU0000000047P,Sweden (SE),Fossil Peat,-174.1
2014-12-11,46WGU0000000048N,SE3,Fossil Oil,-1.6
2014-12-11,46WGU0000000048N,Sweden (SE),Fossil Oil,-1.6
2014-12-11,46WGU0000000049L,SE3,Fossil Oil,28.799999999999997
2014-12-11,46WGU0000000049L,Sweden (SE),Fossil Oil,28.799999999999997
2014-12-11,46WGU0000000053U,SE3,Nuclear,29048.8
2014-12-11,46WGU0000000053U,Sweden (SE),Nuclear,29048.8
2014-12-11,46WGU0000000137O,SE3,Nuclear,11910.2
2014-12-11,46WGU0000000137O,Sweden (SE),Nuclear,11910.2
2014-12-11,46WGU0000000138M,SE3,Nuclear,11837.2
2014-12-11,46WGU0000000138M,Sweden (SE),Nuclear,11837.2
2014-12-11,46WGU0000000139K,SE3,Nuclear,13477.1
2014-12-11,46WGU0000000139K,Sweden (SE),Nuclear,13477.1
2014-12-11,46WGU0000000140Z,SE3,Nuclear,13508.4
2014-12-11,46WGU0000000140Z,Sweden (SE),Nuclear,13508.4
2014-12-11,46WGU0000000142V,SE3,Nuclear,10566.0
2014-12-11,46WGU0000000142V,Sweden (SE),Nuclear,10566.0
2014-12-11,46WGU0000000143T,SE3,Nuclear,10553.6
2014-12-11,46WGU0000000143T,Sweden (SE),Nuclear,10553.6
2014-12-11,46WGU0000000144R,SE3,Nuclear,-74.9
2014-12-11,46WGU0000000144R,Sweden (SE),Nuclear,-74.9
2014-12-11,46WGU0000000145P,SE3,Nuclear,-92.8
2014-12-11,46WGU0000000145P,Sweden (SE),Nuclear,-92.8
2014-12-11,46WGU0000000146N,SE3,Nuclear,12462.1
2014-12-11,46WGU0000000146N,Sweden (SE),Nuclear,12462.1
2014-12-11,46WGU0000000147L,SE3,Nuclear,12768.9
2014-12-11,46WGU0000000147L,Sweden (SE),Nuclear,12768.9
2014-12-11,46WGU0000000148J,SE3,Nuclear,11298.4
2014-12-11,46WGU0000000148J,Sweden (SE),Nuclear,11298.4
2014-12-11,46WGU0000000149H,SE3,Nuclear,11153.7
2014-12-11,46WGU0000000149H,Sweden (SE),Nuclear,11153.7
2014-12-11,46WGU0000000150W,SE4,Fossil Gas,-1.2999999999999998
2014-12-11,46WGU0000000150W,Sweden (SE),Fossil Gas,-1.2999999999999998
2014-12-11,46WGU0000000151U,SE4,Fossil Gas,0.0
2014-12-11,46WGU0000000151U,Sweden (SE),Fossil Gas,0.0
2014-12-12,16W-ALQUE1-----X,Portugal (PT),Hydro Pumped Storage,105.0
2014-12-12,16W-ALQUE2-----Q,Portugal (PT),Hydro Pumped Storage,108.5
2014-12-12,16W-ALQUE3-----J,Portugal (PT),Hydro Pumped Storage,291.7
2014-12-12,16W-ALQUE4-----C,Portugal (PT),Hydro Pumped Storage,270.59999999999997
2014-12-12,16WAGUIE1------O,Portugal (PT),Hydro Pumped Storage,83.5
2014-12-12,16WAGUIE2------G,Portugal (PT),Hydro Pumped Storage,372.4
2014-12-12,16WAGUIE3------8,Portugal (PT),Hydro Pumped Storage,719.9
2014-12-12,16WALINDO1-----5,Portugal (PT),Hydro Water Reservoir,988.0
2014-12-12,16WALINDO2-----Z,Portugal (PT),Hydro Water Reservoir,3160.6
2014-12-12,16WBEMPOS1-----T,Portugal (PT),Hydro Run-of-river and poundage,495.5
2014-12-12,16WBEMPOS2-----M,Portugal (PT),Hydro Run-of-river and poundage,622.7
2014-12-12,16WBEMPOS3-----F,Portugal (PT),Hydro Run-of-river and poundage,0.0
2014-12-12,16WBEMPOS4-----8,Portugal (PT),Hydro Run-of-river and poundage,2356.1
2014-12-12,16WCABRIL1-----G,Portugal (PT),Hydro Water Reservoir,915.4
2014-12-12,16WCABRIL2-----9,Portugal (PT),Hydro Water Reservoir,822.0
2014-12-12,16WCARRA1------C,Portugal (PT),Hydro Run-of-river and poundage,1149.6
2014-12-12,16WCARRA2------4,Portugal (PT),Hydro Run-of-river and poundage,1204.9
2014-12-12,16WCARRA3------X,Portugal (PT),Hydro Run-of-river and poundage,1062.5
2014-12-12,16WCBODE1------Q,Portugal (PT),Hydro Water Reservoir,842.9
2014-12-12,16WCBODE2------I,Portugal (PT),Hydro Water Reservoir,888.3
2014-12-12,16WCBODE3------A,Portugal (PT),Hydro Water Reservoir,896.4
2014-12-12,16WCRESTU1-----5,Portugal (PT),Hydro Run-of-river and poundage,526.4
2014-12-12,16WCRESTU2-----Z,Portugal (PT),Hydro Run-of-river and poundage,539.1
2014-12-12,16WCRESTU3-----S,Portugal (PT),Hydro Run-of-river and poundage,320.6
2014-12-12,16WFRADES1-----F,Portugal (PT),Hydro Pumped Storage,1507.6
2014-12-12,16WFRADES2-----8,Portugal (PT),Hydro Pumped Storage,1550.8
2014-12-12,16WFRATEL1-----M,Portugal (PT),Hydro Run-of-river and poundage,271.3
2014-12-12,16WFRATEL2-----F,Portugal (PT),Hydro Run-of-river and poundage,1.9
2014-12-12,16WFRATEL3-----8,Portugal (PT),Hydro Run-of-river and poundage,421.6
2014-12-12,16WLARES1------B,Portugal (PT),Fossil Gas,0.0
2014-12-12,16WLARES2------3,Portugal (PT),Fossil Gas,55.5
2014-12-12,16WMIRAN1------O,Portugal (PT),Hydro Run-of-river and poundage,558.5
2014-12-12,16WMIRAN2------G,Portugal (PT),Hydro Run-of-river and poundage,576.6
2014-12-12,16WMIRAN3------8,Portugal (PT),Hydro Run-of-river and poundage,687.7
2014-12-12,16WMIRAN4------0,Portugal (PT),Hydro Run-of-river and poundage,0.0
2014-12-12,16WPEGO3-------P,Portugal (PT),Fossil Gas,0.0
2014-12-12,16WPEGO4-------G,Portugal (PT),Fossil Gas,0.0
2014-12-12,16WPICOTE1-----N,Portugal (PT),Hydro Run-of-river and poundage,46.5
2014-12-12,16WPICOTE2-----G,Portugal (PT),Hydro Run-of-river and poundage,188.3
2014-12-12,16WPICOTE3-----9,Portugal (PT),Hydro Run-of-river and poundage,134.7
2014-12-12,16WPICOTE4-----3,Portugal (PT),Hydro Run-of-river and poundage,2508.5
2014-12-12,16WPOCIN1------Z,Portugal (PT),Hydro Run-of-river and poundage,0.0
2014-12-12,16WPOCIN2------R,Portugal (PT),Hydro Run-of-river and poundage,794.8
2014-12-12,16WPOCIN3------J,Portugal (PT),Hydro Run-of-river and poundage,790.1
2014-12-12,16WREGUA1------8,Portugal (PT),Hydro Run-of-river and poundage,0.0
2014-12-12,16WREGUA2------0,Portugal (PT),Hydro Run-of-river and poundage,1245.0
2014-12-12,16WREGUA3------T,Portugal (PT),Hydro Run-of-river and poundage,1222.7
2014-12-12,16WRIBATE1-----0,Portugal (PT),Fossil Gas,0.0
2014-12-12,16WRIBATE2-----U,Portugal (PT),Fossil Gas,1055.0
2014-12-12,16WRIBATE3-----N,Portugal (PT),Fossil Gas,1088.3
2014-12-12,16WRPG01-------E,Portugal (PT),Fossil Hard coal,6915.3
2014-12-12,16WRPG02-------5,Portugal (PT),Fossil Hard coal,6915.1
